Material,,,Marketing Name , Manufacturer , Material Number , Reserved , Specific Gravity , Standard Material Number , IMDS No Joker for GADSL , Originator , Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material Classification,,"Well defined collection of Materials, typically based upon composition.",Classification Code , Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material Declaration,,object created for supplier compliance reporting,Branch To , Toggle , Requestor Comments , State Change Comments , Submission Format , Declaration Due Date , IMDS Direct Upload Status , IMDS Project Name , IMDS Request ID , IMDS Request Type , IMDS Request Pending , Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material Specification,Specification,Subtype of Specification to capture and store material specifications.,IMDS Institute , OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Substance,,,CAS Number , Modified Timestamp , Substance Name , IMDS State , IMDS Substance Alternate Node ID , IMDS Substance Node ID , EC Number , REACH Pre-Registration Status , REACH Registration Status , ECHA ID , Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Substance Classification,,"Well defined collection of Substances, typically based upon the primary element it contains.",Classification Code , Modified Timestamp , ECHA ID , Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update Required,,,Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Export Job,Job,Background Job for Materials Compliance Export,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Substance Purpose,,Defines the purpose for substance under material composition,Substance Purpose Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRR Recycling Technology,,"Defines the technologies for Reusability, Recyclability and Recovery of vehicle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declaration Level,,,Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battery Information,,Contains battery type & technology,Battery Type Code , Battery Type , Battery Technology , Battery Technology Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal Material,Material,Internal material for early design cycle,Implicit Hash Opt , Material Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
External Material,Material,External material for early design cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal Core Material,Internal Material,Internal core material for early design cycle,Volume Density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal Covering Material,Internal Material,Internal covering material for early design cycle,Area Density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEEE Classification,,WEEE Classifications per country,Classification Code , Generic WEEE Classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smelter,,Represents a smelter company which is the source of a conflict mineral,Conflict Free Certified , Certification Source , Expiration Date , Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conflict Mineral Declaration,,Represents a declaration that is used for collecting data about how Conflict Minerals are used in products,Completed Date , Branch To , Import File , Requestor Comments , Submission Format , Declaration Due Date , Conflict Mineral Declaration Questions , Conflict Mineral Free Status , Conflict Mineral Free Status Explanation , Declaration Scope , Regulation Scope , Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declaration Holder,,,Declaration Meta Data , Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMDS Product Type,,IMDS Regulation Product Type for use in Biocidal substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMDS Regulation,,Sets of answers to questions related to the use of REACH XIV and Biocidal substances,Module Node ID , Parent Node ID , Regulation Create Date , Regulation ID , Regulation Version , Request Create Date , Request Resolved Date , Version Create Date , Version Release Date , IMDS Company ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMDS Regulation Biocidal Material,IMDS Regulation,Sets of answers to questions related to the use of Biocidal substances,Material Node ID , Still In Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMDS Regulation REACH Component,IMDS Regulation,Sets of answers to questions related to the use of REACH XIV substances,Component Node ID , Material Authorization Status , Material Imported , Material Node ID , Produced In EEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMDS Regulation REACH Material,IMDS Regulation,Sets of answers to questions related to the use of REACH XIV substances,EEA Produced Imported , Material Node ID , Still In Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declared Threshold,,Declared Threshold for class C import,Threshold Level , Authority , Compliance Definition Name , Threshold Identifier , Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compliance Process,,Type to model process information for part,Calculated Compliances , Calculated Materials , Calculated Substance Classifications , Calculated Substances , Enable Compliance , Last Rollup Timestamp , Modified Timestamp , Calculated Violations , Calculated Substance Classifications Base , Calculated Substances Base , Calculated Violations Base , Process Classification , Process Stage , Originator , Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Article Identifier,,,Identifier Type , Identifier Value , Primary Identifier Flag , Originator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCIP Submission,,Type to model ECHA SCIP Submission,Compliance Definition Name , SCIP Number , Submission Number , Submission Date , Submission Status , Submission Report URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derived Output,DOCUMENTS,Derived Output,CAD Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derived Output Parameter,,Derived Output Parameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSCMessage,Job,Background processor message,DSCMessageBody , DSCMessageErrorDescription , DSCMessagePriority , DSCMessageSuccessDescription , DSCPostDeleteAction , DSCPostProcessAction , DSCSequenceNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSCPeriodicMessage,DSCMessage,Background processor periodic message,DSCPeriodicMessageInterval , DSCPeriodicMessageLastRun , DSCPeriodicMessageLimit , DSCPeriodicMessageRunCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSCQueue,,Queue for background operation,DSCFailedMessageList , DSCMessageSequenceNumber , DSCPendingMessageIndex , DSCPeriodicMessageIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEF-EBOMSyncConfig,,configuration object for EBOM sync,IEF-EBOMSync-AssignPartToMajor , IEF-EBOMSync-ConnectPartsJPO , IEF-EBOMSync-CreateNewPart , IEF-EBOMSync-DefaultNewPartType , IEF-EBOMSync-FailOnNotFindingMatchingPart , IEF-EBOMSync-FindMatchingPartJPO , IEF-EBOMSync-GenerateCollapsedEBOM , IEF-EBOMSync-NewPartCreationJPO , IEF-EBOMSync-ObjectAttrMapping , IEF-EBOMSync-PartMatchRule , IEF-EBOMSync-RelAttrMapping , IEF-EBOMSync-PartNumber , IEF-EBOMSync-PartSeries , IEF-EBOMSync-NewPartReleasePhase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEF-GlobalRegistry,,Holds all the IEF integration registration information,IEF-RegistryData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEF-MassPromoteConfig,,Holds Mass Promote related global setting information,IEF-MassPromoteValidationRuleJPO , IEF-ValidateObjectPromotion , IEF-ValidateObjectSelection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEF-UnassignedIntegRegistry,,Config Object for Non-Integration Users,DSCAllowedFeatures , IEF-IntegrationToGCOMapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCADInteg-CheckoutViewProgramRegistry,,MCADInteg Checkout View Program Registry,MCADInteg-DefaultLateralView , MCADInteg-DefaultVerticalView , MCADInteg-LateralNavigationProgNameMapping , MCADInteg-VerticalNavigationProgNameMapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCAD-EBOMSyncConfig,IEF-EBOMSyncConfig,EBOM Synch config object for MCAD,IEF-EBOMSync-AssociatedSpecInfo , IEF-EBOMSync-DrawingRelationInfo , IEF-EBOMSync-InvalidTypes , IEF-EBOMSync-MandatoryObjectAttrMapping , IEF-EBOMSync-MandatoryRelAttrMapping , IEF-EBOMSync-NewPartPolicy , IEF-EBOMSync-NewPartRevision , IEF-EBOMSync-PartRelState , IEF-EBOMSync-RelDetailsToNavigate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCADInteg-LocalConfig,,Contains all user preferences information,IEF-AllowAutoGenerationForManualDerivedOutput , IEF-ApplyViewToChildrenOnly , IEF-LocalCheckout , IEF-PreferredIntegrationName , IEF-RecentCheckinFiles , IEF-RecentCheckinMaxFileDisplayed , IEF-SelectedBackgroundDerivedOutputs , IEF-SelectedManualDerivedOutputs , IEF-SelectRequiredChildren , IEF-SharedDrivesList , IEF-UseBulkLoading , IEF-UserDirectoryAlias-Map , IEF-UserDirectoryAlias-Mode , MCADInteg-ApplyToChildren , MCADInteg-BackgroundCheckin , MCADInteg-CheckOutDirectory , MCADInteg-CopyRelAttribOnCheckin , MCADInteg-CopyRelAttribOnCheckout , IEF-AutoRFAUpdate , MCADInteg-CreateVersionOnCheckin , MCADInteg-DefaultTypePolicySettings , MCADInteg-DeleteLocalFileOnCheckin , MCADInteg-LockObjectOnCheckin , MCADInteg-LockObjectOnCheckout , MCADInteg-PingInterval , MCADInteg-PreCheckInEvaluation , MCADInteg-PreCheckOutEvaluation , MCADInteg-SelectChildItems , MCADInteg-SelectedDerivedOutputs , MCADInteg-SelectFirstLevelChildren , MCADInteg-TurnOnDebug , MCADInteg-UseZipInFileOperations , MCADInteg-ViewRegistryName , MCADInteg-WarnForFileOverwrite , IEF-DefaultWebforms , IEF-BackgroundCheckinDirectory , IEF-AllowPromoteFloatingDrawing , IEF-ImplicitlyIncludeUnrequiredChildren , MCADInteg-UseZipInCADFileOperations , IEF-ClientSideRenamedFileDetails , IEF-DefaultConfigTables , IEF-DefaultExpandLevel , IEF-DefaultFolder , IEF-DefaultLateralView , IEF-DefaultVerticalView , IEF-DeleteFilesBehaviourOnCheckin , IEF-DesignChangesReportInterval , IEF-EBOMSync-ObjectAttrMapping , IEF-EBOMSync-RelAttrMapping , IEF-EnableProgressiveLoading , IEF-IntegrationToGCOMapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCADInteg-GlobalConfig,,Holds all the global setting information,IEF-AdminTables , IEF-AllowLeapFroggingInCheckin , IEF-MappedInterfaceAttributes , IEF-MassPromote-RegistryTNR , IEF-PartCADObjectAttrMapping , IEF-PartCADRelAttrMapping , IEF-Pref-IEF-AllowAutoGenerationForManualDerivedOutput , IEF-Pref-IEF-ApplyViewToChildrenOnly , IEF-Pref-IEF-BackgroundCheckinDirectory , IEF-Pref-IEF-DefaultConfigTables , IEF-Pref-IEF-DefaultExpandLevel , IEF-Pref-IEF-DefaultFolder , IEF-Pref-IEF-DefaultLateralView , IEF-Pref-IEF-DefaultVerticalView , IEF-Pref-IEF-DeleteFilesBehaviourOnCheckin , IEF-Pref-IEF-EnableProgressiveLoading , IEF-Pref-IEF-LocalCheckout , IEF-Pref-IEF-SelectedBackgroundDerivedOutputs , IEF-AssignCADModelNameFromPart , IEF-Pref-IEF-SelectedManualDerivedOutputs , IEF-Pref-IEF-SelectRequiredChildren , IEF-Pref-IEF-UseBulkLoading , IEF-Pref-IEF-UserDirectoryAlias-Mode , IEF-Pref-MCADInteg-ApplyToChildren , IEF-Pref-MCADInteg-BackgroundCheckin , IEF-Pref-MCADInteg-CheckOutDirectory , IEF-Pref-MCADInteg-CopyRelAttribOnCheckin , IEF-Pref-MCADInteg-CopyRelAttribOnCheckout , IEF-Pref-MCADInteg-CreateVersionOnCheckin , IEF-Pref-MCADInteg-DefaultTypePolicySettings , IEF-Pref-MCADInteg-DeleteLocalFileOnCheckin , IEF-Pref-MCADInteg-LockObjectOnCheckin , IEF-Pref-MCADInteg-LockObjectOnCheckout , IEF-Pref-MCADInteg-PreCheckOutEvaluation , IEF-Pref-MCADInteg-SelectChildItems , IEF-CheckObsoleteAcrossRevisions , IEF-Pref-MCADInteg-SelectedDerivedOutputs , IEF-Pref-MCADInteg-UseZipInFileOperations , IEF-Pref-MCADInteg-ViewRegistryName , IEF-Pref-MCADInteg-WarnForFileOverwrite , IEF-Pref-MCADInteg-PreCheckInEvaluation , IEF-Pref-MCADInteg-SelectFirstLevelChildren , IEF-PreferencesPageLayoutJPO , IEF-PurgeAllMinorsDuringFinalization , IEF-ReleasedState , IEF-SourceDetails , IEF-TypeRestrictedFeatureMapping , IEF-TypeTemplateMapping , IEF-UsePreviousObjectStore , IEF-UUIDConflictAdminRole , MCADInteg-BusTypeMapping , MCADInteg-CADToMxAttribMapping , IEF-CheckUUIDConflict , MCADInteg-CADToMxRelAttribMapping , MCADInteg-CreateDerivedOutputObj , MCADInteg-EnableHashcodeComputation , MCADInteg-EnableMajorRevCreation , MCADInteg-ExpandedSubComponent , MCADInteg-FeatureJPOMapping , MCADInteg-MxToCADAttribMapping , MCADInteg-MxToCADRelAttribMapping , MCADInteg-NonSupportedCharacters , MCADInteg-RelationShipClassMapping , MCADInteg-RelMapping , MCADInteg-RenameFilesInServer , MCADInteg-TypeChangeMapping , MCADInteg-TypeClassMapping , MCADInteg-TypeDerivedOutputMapping , MCADInteg-TypeFormatMapping , IEF-CreateVersionObjects , MCADInteg-TypePolicyMapping , IEF-Webforms , IEF-Pref-IEF-DefaultWebforms , IEF-Pref-IEF-AllowPromoteFloatingDrawing , IEF-PromoteUnrequiredRef , IEF-Pref-IEF-ImplicitlyIncludeUnrequiredChildren , IEF-Pref-MCADInteg-UseZipInCADFileOperations , MCADInteg-EnableDefaultFileModificationStamp , MCADInteg-UseLateralViewMustInCheckout , IEF-CSELaunchBinaryDetails , IEF-DerivedOutputParameterObjTypeMapping , IEF-DerivedOutputTypeDefaultParameterObjectMapping , IEF-EBOMProxyJPOName , IEF-EBOMSync-RegistryTNR , IEF-EBOMSynchOnDesignCreation , IEF-EnableBatchProcessorForRename , IEF-EnableRapidFileAccess , IEF-EnforceInstanceNameUniqueness , IEF-FinalizationState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECBaseline,,Type for Baseline,RootNodeDetails , MCADInteg-Structure , Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEFCommentsHolder,,"Type for holding comments added on DOCUMENTS, Workspace Vaults, Workspace Folders",IEFCommentsData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Model,,RGN Report Model,Is Macro , Input Types , Report Model Data , Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Template,DOCUMENTS,RGN Report Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Document,DOCUMENTS,RGN Report Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTROLLED DOCUMENTS,DOCUMENTS,Change Controlled Document,Last Review Date , Next Review Date , Periodic Review Enabled , Periodic Review Interval , Document Auto-naming , Training Enabled , File Title , File Category , Effective Date , File Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact Questionnaire,,Forms for Medical Devices Business Process,Comments , Task Requirement , Due Date , Responsible Role , Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality System Document,CONTROLLED DOCUMENTS,"Quality System Document for Life sciences Medical device domain. Support functionalities such as Change Controlled Document with Regulatory compliance, audit trail information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Controlled Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDF Rendering Job,,,PDF Rendering Output Path , PDF Rendering Job Status , PDF Rendering Response Code , PDF Rendering Response Message , File Name , File Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
